,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
774,Islamic State (Greater Sahara),GATIA: Imghad Tuareg and Allies Self-Defense Group,Kidal,Kidal,Essouk,,,Mali,7129647,2019-10-18,MLI3242,3242,Battles,6,2,2,3,23,466,MLI,18.9767,Achou,1.3897,"On 18 October 2019, ISGS militants attacked a GATIA position in the area of Achou (Tessalit, Kidal), killed six militiamen, seized two vehicles, destroyed one vehicle and burned a motorbike, while four militiamen also went missing following the attack.",Western Africa,Kibaru; aBamako; Mali Jet; Whatsapp; AFP,New media-National,Armed clash,1,1592852484,2019
775,Protesters (Mali),,Bamako,Bamako,Commune III,PCC: Platform Against Corruption & Unemployment,,Mali,6704981,2019-10-18,MLI3243,3243,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,"On October 18, 2019, members of the organziation Platform Against Corruption & Unemployment (PCC) staged a demonstration outside the town hall in Commune I of Bamako. They demanded oversight of the distribution of national identity cards, a process the demonstrators claim to be fraught with corruption and irregularities. [size=small]",Western Africa,Maliweb,National,Peaceful protest,1,1578503458,2019
776,Dan Na Ambassagou,Military Forces of Mali (2013-),Mopti,Bandiagara,Bandiagara Commune,,,Mali,6159308,2019-10-18,MLI3244,3244,Strategic developments,0,1,4,1,14,466,MLI,14.3493,Bandiagara,-3.6102,"On October 18, 2019, Dan Na Ambassagou militiamen holding a checkpoint prevented MINUSMA peacekeepers entry into the town of Bandiagara, and threatened to open fire if the peacekeepers attempted to force through. A Malian army convoy was dispatched to the site and resolved the situation through negotiations.",Western Africa,Facebook,New media,Other,1,1571699181,2019
777,Military Forces of France (2017-),Islamic State (Greater Sahara),Gao,Gao,Gao,,,Mali,7017233,2019-10-17,MLI3502,3502,Battles,8,3,8,2,28,466,MLI,16.2717,Gao,-0.0447,"On 17 October 2020, French commandos of Operation Barkhane killed eight ISGS militants at an unspecified location 300km south of Gao (coded as Gao at geoprecision 3). They were supported by fighter jets and helicopters.",Western Africa,France Info,International,Armed clash,1,1585692248,2019
778,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Segou,Segou,Farako,Katiba Macina,Teachers (Mali); Students (Mali),Mali,6331351,2019-10-17,MLI3265,3265,Strategic developments,0,1,2,7,27,466,MLI,13.5584,Neguebougou,-6.5469,"On October 17, presumed Katiba Macina (JNIM) militants closed down the school in Neguebougou.",Western Africa,Studio Tamani,National,Other,1,1572909431,2019
779,Military Forces of Mali (2013-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Mopti,Douentza,Mondoro,,,Mali,6159401,2019-10-16,MLI3241,3241,Battles,4,1,1,2,12,466,MLI,14.7953,Boulikessi,-1.3181,"On October 16, 2019, the Malian army reportedly killed four suspected JNIM and/or ISGS militants in Boulikessi.",Western Africa,Mali Actu,National,Armed clash,1,1571699181,2019
780,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Tombouctou,Niafunke,Niafunke,,Teachers (Mali),Mali,6230477,2019-10-15,MLI3240,3240,Violence against civilians,0,1,2,7,27,466,MLI,16.0747,Arabebe,-3.8066,"On October 15, 2019, suspected JNIM militants abducted a teacher in the village of Arabebe.",Western Africa,Studio Tamani; Mali Jet,National,Abduction/forced disappearance,1,1572403609,2019
781,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-),Gao,Ansongo,Ansongo,,,Mali,6311257,2019-10-13,MLI3238,3238,Battles,0,1,2,1,12,466,MLI,15.6597,Ansongo,0.5022,"On October 13, 2019, suspected JNIM and/or ISGS militants attacked a Malian army position in Ansongo. The attack was repelled and one militant wounded and arrested.",Western Africa,Studio Tamani,National,Armed clash,1,1572403781,2019
782,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Mopti,Tenenkou,Diafarabe,Katiba Macina,Aid Workers (Mali),Mali,6159508,2019-10-13,MLI3239,3239,Violence against civilians,0,2,2,7,27,466,MLI,14.1409,Diafarabe,-5.0169,"On October 13, 2019, a group of aid workers were abducted by JNIM and Katiba Macina militants between Diafarabe and Tenenkou (coded as Diafarabe at geoprecision 2).",Western Africa,Studio Tamani,Subnational,Abduction/forced disappearance,1,1571699181,2019
783,Rioters (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Mopti,Mopti,Mopti Commune,Women (Mali),,Mali,6023346,2019-10-12,MLI3237,3237,Riots,0,1,5,8,58,466,MLI,14.5297,Sevare,-4.0922,"On October 12, residents in Sevare staged a demonstration to denounce foreign military presence, the demonstration degenerated and the demonstrants ransacked, pillaged, and burned MINUSMA storages, at least one truck was also set ablaze.[size=large]",Western Africa,Nord Sud Journal; AMAP; Studio Tamani; Maliweb,Other-Subnational,Violent demonstration,1,1571091345,2019
784,Protesters (Mali),,Mopti,Mopti,Mopti Commune,Women (Mali),,Mali,6023717,2019-10-11,MLI3236,3236,Protests,0,1,6,0,60,466,MLI,14.5297,Sevare,-4.0922,"On October 11, women and wives of Malian soldiers protested in Sevare, expressing their refusal against their male family members going to the front against the backdrop of a deadly double-attack in Boulkessi and Mondoro, the demonstrators also attempted to prevent the passage of motorcade of prime minister of Boubou Cisse.[size=large]",Western Africa,Studio Tamani,Subnational,Peaceful protest,1,1571091346,2019
785,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Tombouctou,Tombouctou,Tombouctou,Military Forces of Mali (2013-); Military Forces of the United States (2017-),AQIM: Al Qaeda in the Islamic Maghreb,Mali,7017308,2019-10-09,MLI3274,3274,Battles,1,3,8,2,28,466,MLI,16.7705,Timbuktu,-3.0056,"On October 9, 2019, French forces conducted an operation in coordination with Malian and U.S. forces that led to the killing of a senior JNIM member at an unspecified location (likely in the Tombouctou Region (coded as Timbuktu at geoprecision 3)).",Western Africa,AFP,International,Armed clash,1,1585692249,2019
786,Protesters (Mali),,Mopti,Mopti,Mopti Commune,Women (Mali),,Mali,6023345,2019-10-09,MLI3235,3235,Protests,0,1,6,0,60,466,MLI,14.5297,Sevare,-4.0922,"On October 9, residents in Sevare including women and wives of Malian soldiers staged a protest march following call by the platform Fasoko, the demonstrators expressed their support for the Malian armed forces while denouncing the presence of international forces including MINUSMA and France.[size=large]",Western Africa,AMAP; Le Pays Dogon; RFI; Studio Tamani,Subnational-National,Peaceful protest,1,1571091345,2019
787,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Menaka,Menaka,,ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (Mali),Mali,6023796,2019-10-07,MLI3231,3231,Strategic developments,0,1,3,7,37,466,MLI,15.9182,Menaka,2.4022,"On October 7, unknown gunmen robbed two vehicles belonging to ICRC and seized one of the vehicles on the road between Menaka and Inekar, 20km from Menaka (coded as Menaka at geoprecision 2).",Western Africa,Whatsapp,New media,Looting/property destruction,1,1571091346,2019
788,Military Forces of Mali (2013-),JNIM: Group for Support of Islam and Muslims,Mopti,Douentza,Mondoro,,,Mali,6023799,2019-10-07,MLI3233,3233,Explosions/Remote violence,0,2,1,2,12,466,MLI,14.5045,Kougnan,-1.7855,"On October 7, the Malian air force reportedly conducted airstrike in the area of Kougnan. No casualties reported.",Western Africa,Whatsapp,New media,Air/drone strike,1,1571091346,2019
789,Dan Na Ambassagou,Civilians (Mali),Mopti,Bankass,Bankass,,Fulani Ethnic Group (Mali); Pastoralists (Mali),Mali,6023565,2019-10-07,MLI3232,3232,Strategic developments,0,1,4,7,47,466,MLI,13.9924,Guiwagou,-3.5615,"On October 7, suspected Dan Na Ambassagou militiamen reportedly attacked and burned the Fulani village of Guiwagou, no casualties reported.",Western Africa,Jeunesse Tabital Pulaaku,New media,Looting/property destruction,1,1571091346,2019
790,Unidentified Armed Group (Mali),Civilians (Mali),Gao,Menaka,Menaka,,Government of Mali (2013-),Mali,6230475,2019-10-07,MLI3230,3230,Violence against civilians,0,1,3,7,37,466,MLI,15.9182,Menaka,2.4022,"On October 7, unknown gunmen entered the residence of the prefect of Menaka, and gunshot wounded the prefect of Anderamboukane, the prefect of Inekar was also present at the compound but unharmed.",Western Africa,Studio Tamani; AMAP; Kibaru,National,Attack,1,1572403609,2019
791,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Tombouctou,Niafunke,Niafunke,,Students (Mali); Teachers (Mali),Mali,6230476,2019-10-07,MLI3234,3234,Strategic developments,0,1,2,7,27,466,MLI,16.0747,Arabebe,-3.8066,"On October 7, suspected JNIM militants burned the school in the hamlet of Arabebe.",Western Africa,Studio Tamani; Whatsapp,New media-National,Looting/property destruction,1,1572403609,2019
792,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Mopti,Bandiagara,Bandiagara Commune,,Military Forces of Togo (2005-),Mali,6759702,2019-10-06,MLI3225,3225,Battles,1,1,3,8,38,466,MLI,14.3493,Bandiagara,-3.6102,"On October 6, unknown gunmen attacked the MINUSMA camp in Bandiagara, severely wounding a Togolese peacekeeper who succumbed to his wounds three weeks later.",Western Africa,AFP; Reuters; Whatsapp; Twitter; Kibaru,New media-National,Armed clash,1,1579806268,2019
793,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Kassa,Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali),Mali,6023592,2019-10-06,MLI3227,3227,Violence against civilians,1,1,4,7,47,466,MLI,14.7538,Sogou,-3.0013,"On October 6, suspected Fulani militiamen simultaneously attacked the villages of Sogou and Berda in Kassa Commune, a Dogon man was killed and hundreds of heads of livestock seized. (One fatality coded in Sogou)",Western Africa,Koro Kibaru,New media,Attack,1,1571091346,2019
794,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Kassa,Pastoralists (Mali),Dogon Ethnic Group (Mali); Pastoralists (Mali),Mali,6023593,2019-10-06,MLI3226,3226,Violence against civilians,0,1,4,7,47,466,MLI,14.7361,Berda,-3.0449,"On October 6, suspected Fulani militiamen simultaneously attacked the villages of Sogou and Berda in Kassa Commune, a Dogon man was killed and hundreds of heads of livestock seized. (One fatality coded in Sogou)",Western Africa,Koro Kibaru,New media,Attack,1,1571091346,2019
795,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Kidal,Tessalit,Adjelhoc,Ansar Dine,,Mali,6023339,2019-10-06,MLI3224,3224,Explosions/Remote violence,1,2,2,8,28,466,MLI,19.4695,Aguelhok,0.8560,"On October 6, one peacekeeper was killed and four others wounded by the explosion of an IED in the area of Aguelhok, the device was presumably planted by Ansar Dine (JNIM) militants.",Western Africa,Reuters; AMAP; Kibaru,National-International,Remote explosive/landmine/IED,1,1571091345,2019
796,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Tombouctou,Goundam,Tonka,,Students (Mali); Teachers (Mali),Mali,6230473,2019-10-06,MLI3228,3228,Strategic developments,0,1,2,7,27,466,MLI,16.2749,Echell,-3.9431,"On October 6, suspected JNIM militants burned the school in the village of Echell.",Western Africa,Whatsapp; Studio Tamani,New media-National,Looting/property destruction,1,1572403609,2019
797,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Tombouctou,Goundam,Tonka,,Students (Mali); Teachers (Mali),Mali,6230474,2019-10-06,MLI3229,3229,Strategic developments,0,1,2,7,27,466,MLI,16.1614,Yourmi,-3.8386,"On October 6, suspected JNIM militants burned the school in the village of Yourmi.",Western Africa,Whatsapp; Studio Tamani,New media-National,Looting/property destruction,1,1572403609,2019
798,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bandiagara,Doucoumbo,Pastoralists (Mali),Dogon Ethnic Group (Mali),Mali,6017283,2019-10-05,MLI3222,3222,Violence against civilians,0,1,4,7,47,466,MLI,14.7252,Kassa,-3.0693,"On October 5, suspected Fulani militiamen attacked the Dogon village of Kassa, and wounded one individual.",Western Africa,Le Pays Dogon,Subnational,Attack,1,1570483478,2019
799,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Koro,Pastoralists (Mali),Dozo Militia,Mali,6031486,2019-10-05,MLI3221,3221,Violence against civilians,1,1,4,7,47,466,MLI,13.9104,Bih,-2.9295,"On October 5, presumed Fulani militiamen killed a resident in Bih, which created tensions between the armed group of the assailants and local Dozos, and the traffic hampered on the axis Koro and Yense (Burkina).",Western Africa,Le Pays Dogon; Whatsapp,New media-Subnational,Attack,1,1571164380,2019
800,Dan Na Ambassagou,Civilians (Mali),Mopti,Douentza,Petaka,,Fulani Ethnic Group (Mali); Pastoralists (Mali),Mali,6031485,2019-10-03,MLI3218,3218,Violence against civilians,0,2,4,7,47,466,MLI,15.0200,Petaka,-2.8490,"On October 3, presumed Dan Na Ambassagou militiamen intercepted several vehicles in the area of Petaka and removed eleven Fulani and took them to an unknown destination.",Western Africa,Jeunesse Tabital Pulaaku; Kisal,New media,Abduction/forced disappearance,1,1571164380,2019
801,Dan Na Ambassagou,Civilians (Mali),Mopti,Douentza,Petaka,,Fulani Ethnic Group (Mali); Pastoralists (Mali),Mali,6073231,2019-10-02,MLI3220,3220,Violence against civilians,3,2,4,7,47,466,MLI,15.0200,Petaka,-2.8490,"On October 2, presumed Dan Na Ambassagou militiamen killed at least three Fulani civilians near Petaka.",Western Africa,Jeunesse Tabital Pulaaku,New media,Attack,1,1571164566,2019
802,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Koro,Dioungani,Pastoralists (Mali),,Mali,6017281,2019-09-30,MLI3217,3217,Strategic developments,0,1,4,7,47,466,MLI,14.3467,Dounape,-2.8059,"On September 30, suspected Fulani militiamen seized livestock in Dounape.",Western Africa,Le Pays Dogon,Subnational,Looting/property destruction,1,1570483478,2019
803,Fulani Ethnic Militia (Mali),Civilians (Mali),Mopti,Bankass,,Pastoralists (Mali),Dogon Ethnic Group (Mali),Mali,6017282,2019-09-30,MLI3219,3219,Violence against civilians,2,2,4,7,47,466,MLI,13.4608,Koroni,-3.8685,"On September 30, suspected Fulani militiamen shot dead two Dogon youths while they were returning to the village of Koroni, following a visit to Koumbri in neighboring Burkina Faso.",Western Africa,Le Pays Dogon,Subnational,Attack,1,1570483478,2019
804,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),G5S: G5 Sahel Force (2017-),Mopti,Douentza,Mondoro,,Military Forces of Mali (2013-),Mali,6017057,2019-09-30,MLI3215,3215,Battles,28,1,2,8,28,466,MLI,14.7953,Boulikessi,-1.3181,"On September 30, suspected JNIM and/or ISGS militants attacked the military camp of Malian contigent of the G5Sahel Force in Boulikessi nearly simultaneously with an assault on the National Guard camp in Mondoro, at least 38 soldiers were killed, 30 gone missing, 15 assailants killed, and at least two civilians killed in the crossfire. Both camps were overrun and destroyed, and large amounts of arms and ammunition carted away. Fatalities split between (2) events on September 30 with (28) fatalities for Boulikessi and (27) for Mondoro.",Western Africa,RFI; AMAP; Reuters; Jeune Afrique; Kibaru,National-Regional,Armed clash,1,1570483478,2019
805,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-),Mopti,Douentza,Mondoro,,,Mali,6017058,2019-09-30,MLI3216,3216,Battles,27,1,2,1,12,466,MLI,14.6762,Mondoro,-1.9513,"On September 30, suspected JNIM and/or ISGS militants attacked the military camp of Malian contigent of the G5Sahel Force in Boulkessi nearly simultaneously with an assault on the National Guard camp in Mondoro, at least 38 soldiers were killed, 30 gone missing, 15 assailants killed, and at least two civilians killed in the crossfire. Fatalities split between (2) events on September 30 with (28) fatalities for Boulikessi and (27) for Mondoro.",Western Africa,Reuters; RFI; Kibaru; Jeune Afrique; AMAP,National-Regional,Armed clash,1,1570483478,2019
806,Unidentified Armed Group (Mali),Civilians (Mali),Mopti,Douentza,Hombori,,Aid Workers (Mali),Mali,6052977,2019-09-27,MLI3223,3223,Violence against civilians,0,1,3,7,37,466,MLI,15.2947,Wally,-1.5591,"Three national INGO personnel, two staff and a driver, were kidnapped along with their vehicle. Unknown armed assailants riding motorcycles ambushed the INGO vehicle near Wally village, 20 km east of Hombori town, Douentza cercle. Further information is not available at this time.",Western Africa,Aid Worker Security Database,Local partner-Other,Abduction/forced disappearance,1,1571164539,2019
